file,metabolite,quantMasses,intensity,rt,ri
e18057cz_35.cdf,c28,71;85;99,1.64823689E8,1933.4,2800.0
e18057cz_35.cdf,c32,71;85;99,1.38095883E8,2067.6,3200.0
e18057cz_35.cdf,c36,71;85;99,1.14286098E8,2251.2,3600.0
e18057cz_37.cdf,c10,71;85;99,1.6932441E8,409.8,1000.0
e18057cz_37.cdf,c12,71;85;99,1.28267657E8,711.2,1200.0
e18057cz_37.cdf,c15,71;85;99,1.88465882E8,1114.6,1500.0
e18057cz_37.cdf,c17,71;85;99,2.16472518E8,1322.4,1700.0
e18057cz_37.cdf,c19,71;85;99,2.524583E8,1499.6,1900.0
e18057cz_37.cdf,c22,71;85;99,2.10149695E8,1682.8,2200.0
e18057cz_37.cdf,c28,71;85;99,1.6929857E8,1933.4,2800.0
e18057cz_37.cdf,c32,71;85;99,1.36855308E8,2067.8,3200.0
e18057cz_37.cdf,c36,71;85;99,1.13271148E8,2251.2,3600.0
e18057cz_38.cdf,c10,71;85;99,1.72032482E8,409.8,1000.0
e18057cz_38.cdf,c12,71;85;99,1.28361233E8,711.0,1200.0
e18057cz_38.cdf,c15,71;85;99,5208405.0,1098.6,1500.0
e18057cz_38.cdf,c17,71;85;99,2.16973427E8,1322.4,1700.0
e18057cz_38.cdf,c19,71;85;99,2.48738479E8,1499.4,1900.0
e18057cz_38.cdf,c22,71;85;99,2.06955317E8,1682.8,2200.0
e18057cz_38.cdf,c28,71;85;99,1.67494049E8,1933.2,2800.0
e18057cz_38.cdf,c32,71;85;99,1.38245439E8,2067.6,3200.0
e18057cz_38.cdf,c36,71;85;99,1.14186881E8,2251.4,3600.0
e18057cz_39.cdf,c10,71;85;99,1.74440019E8,409.6,1000.0
e18057cz_39.cdf,c12,71;85;99,1.30153402E8,710.6,1200.0
e18057cz_39.cdf,c15,71;85;99,1.86573258E8,1113.8,1500.0
e18057cz_39.cdf,c17,71;85;99,2.09274535E8,1321.4,1700.0
e18057cz_39.cdf,c19,71;85;99,2.34096043E8,1498.2,1900.0
e18057cz_39.cdf,c22,71;85;99,1.95174382E8,1682.0,2200.0
e18057cz_39.cdf,c28,71;85;99,1.69530845E8,1932.8,2800.0
e18057cz_39.cdf,c32,71;85;99,1.3962604E8,2067.2,3200.0
e18057cz_39.cdf,c36,71;85;99,1.18594539E8,2250.0,3600.0
e18057cz_40.cdf,c10,71;85;99,1.74841669E8,409.8,1000.0
e18057cz_40.cdf,c12,71;85;99,1.30359166E8,711.0,1200.0
e18057cz_40.cdf,c15,71;85;99,1.90862313E8,1114.6,1500.0
e18057cz_40.cdf,c17,71;85;99,2.19127809E8,1322.4,1700.0
